,cui,semtypes,name,abstracts,male_abstracts,female_abstracts
487083,C1417724,['gngm'],SNU13 gene,3,60,60
487199,C0857979,['fndg'],Decreased serum prolactin,1,10,1
487222,C1277972,['lbpr'],Serum prolactin measurement,4,60,41
487294,C0005572,['ftcn'],bioformation,8,130,11
487364,C0949216,['topp'],Alternative Therapies,8,130,120
487483,C4020624,"['orch', 'phsu']",fluticasone furoate-vilanterol trifenatate,2,30,20
487671,C0025662,['ocac'],"Study, Methodological",8,102,90
487713,C0884970,['plnt'],Cosmos,6,110,90
487890,C2080700,['fndg'],severe Breathlessness,2,40,30
487900,C0060908,['orch'],G 52,8,101,120
487926,C1611232,['hlca'],Medication Therapy Management,5,90,90
487934,C0282622,['hcro'],Community Health Networks,3,60,60
488042,C3871131,['prog'],Primary care.team,7,120,130
488055,C0474169,['topp'],Medication counselling,1,20,20
488120,C0169661,"['aapp', 'enzy']",Janus kinase 2,21,350,311
488176,C0266700,['cgab'],Janiceps (disorder),1,20,10
488302,C0022886,['resa'],Laboratory Research,6,80,91
488648,C0043668,"['orch', 'phsu', 'vita']",Doxercalciferol,1,20,20
488722,C0439736,['spco'],Right lower quadrant,1,20,20
488746,C4040576,['topp'],Maintenance hemodialysis,6,100,90
488796,C1447504,"['aapp', 'bacs']","ABI1 protein, human",3,50,50
488880,C1299399,['fndg'],Borderline normal,3,50,50
488985,C4684736,['resa'],Postmarketing Surveillance,2,30,40
488991,C0240094,['sosy'],Joint tenderness,18,261,310
489011,C2923447,['qnco'],Measure duration,2,40,40
489075,C3658731,"['orch', 'phsu']",GS-9669,6,110,70
489173,C0661028,"['orch', 'phsu']",GS 100,2,30,30
489246,C0450119,['tisu'],Myocutaneous flap,2,0,20
489247,C3494192,['bpoc'],Perforator Flap,1,0,10
489304,C1301881,['medd'],Anesthesia equipment,1,0,10
489318,C0198489,['topp'],Incision of abdominal wall (procedure),1,0,10
489337,C3146281,['fndg'],First Fetal Movement,4,70,60
489345,C0920424,['topp'],cancer surgery,3,30,31
489346,C0262527,['sosy'],Intermittent abdominal pain,1,0,10
489349,C0198488,['topp'],Abdomen incision,1,0,10
489352,C0224378,['bpoc'],Structure of transversus abdominis muscle,4,0,40
489353,C0718572,"['orch', 'phsu']",anti-nausea,2,0,20
489469,C1422304,['gngm'],MAS1L gene,1,20,20
489475,C1881001,['qnco'],Gram per Microliter,3,31,31
489514,C0085238,['gngm'],"Genome, Bacterial",1,0,20
489577,C0516382,['hlca'],Implementation of aseptic technique,1,0,20
489579,C2348775,['qnco'],Thousand Colony Forming Units per Milliliter,1,0,20
489583,C0943674,['clna'],Specimen volume:Vol:Pt:Urine:Qn,3,30,40
489608,C0407295,['topp'],Fixation of fracture using plate,2,10,30
489711,C1532670,['hlca'],Obtaining consent,5,80,71
489739,C0278598,['prog'],Hematologist,1,20,20
489752,C0449830,['spco'],With configuration,4,60,60
489775,C0082139,['topp'],Cyclophosphamide/Dexamethasone/Doxorubicin/Vincristine,2,20,20
489965,C2347501,['lbpr'],Pharmacogenomic Testing,6,100,100
490051,C0035204,['dsyn'],Respiration Disorders,8,111,120
490064,C0444256,['bdsu'],Whole blood sample,1,20,20
490075,C3272453,['nnon'],Genomic DNA,3,60,60
490078,C0232292,['sosy'],Chest tightness,4,80,80
490087,C0439035,['sosy'],Wheezing symptom,1,20,20
490114,C1862283,['gngm'],"ADRB2, ARG16GLY",3,41,50
490124,C3826779,['tisu'],Adrenergic mechanisms,1,20,20
490245,C0237669,['inpr'],Informational Messages,1,20,10
490254,C0178837,['spco'],rural area,17,260,282
490301,C4684811,['inpr'],Web Page,3,60,40
490406,C2718036,['qlco'],Delayed Diagnosis,3,40,50
490475,C4684805,['fndg'],Trial Termination,8,111,101
490495,C0680946,['orgt'],subsidiary,19,300,310
490505,C1423674,['gngm'],LDB3 gene,9,160,180
490576,C0063041,"['orch', 'phsu']",leflunomide,4,70,70
490827,C0006267,['dsyn'],Bronchiectasis,9,140,140
490887,C0037427,['menp'],Social Perception,3,30,20
490957,C1704639,['mnob'],Matrix Component of Device,2,20,11
490984,C0683518,['hlca'],patient interview,12,180,190
490986,C4049976,['inpr'],PedsQL-4 Social Functioning Scale,3,40,30
491011,C0254610,"['aapp', 'imft']",Interleukin-15,3,40,30
491032,C0604866,['inch'],NK 5,1,10,10
491036,C0639553,['aapp'],interleukin 2-diphtheria toxin,3,30,30
491056,C3829897,['clna'],Haploidentical,4,40,31
491098,C1149221,['moft'],interleukin-14 binding activity,2,20,11
491135,C1169989,['phsu'],Buprenorphine / Naloxone,20,341,302
491230,C0565915,"['hops', 'orch']",speedballs,1,20,20
491251,C0303749,['inch'],Bleach,2,40,40
491252,C0441035,['mnob'],Cooking stove,1,20,20
491273,C1698364,"['orch', 'phsu']",cediranib,9,100,100
491294,C3853557,['gngm'],src Oncogene,1,10,0
491375,C3641634,['inpr'],FACT-P Questionnaire,6,110,0
491376,C1152564,['moft'],Kinase Inhibitors [MoA],3,21,20
491380,C3899952,"['aapp', 'bacs']",Beta Isomer of C-Terminal Telopeptide of Type I Collagen,2,11,20
491413,C1979842,['qlco'],Alkaline,5,10,80
491426,C0151705,['patf'],Retroperitoneal Hemorrhage,2,20,10
491455,C3852938,"['orch', 'phsu']",letermovir,2,30,30
491465,C3485979,['cell'],Allogeneic Cells,8,101,62
491489,C3852463,"['orch', 'phsu']",AIC246,1,10,10
491538,C0683509,['hlca'],disease detection,3,30,50
491704,C3243290,['lbpr'],_0280,1,20,20
491734,C0917707,['topp'],Cannulation,6,90,70
491743,C0449215,['spco'],aVF,2,20,20
491788,C0003855,['anab'],Arteriovenous fistula,4,50,40
491822,C0040302,['elii'],Titanium,7,80,62
491846,C0086390,['hlca'],Medical Care Team,2,20,20
491898,C4068863,['fndg'],Tortuous,3,40,40
491906,C3842399,['fndg'],17-74 years,1,10,10
491937,C2982836,['qnco'],Piece Unit,7,80,101
491950,C3841605,['fndg'],Hemodialysis - arteriovenous fistula,1,10,10
491952,C1282853,['bsoj'],Entire venous sinus,0,0,0
491990,C0206638,['neop'],Giant Cell Tumor of Bone,6,100,110
492004,C0014570,['bpoc'],Epiphysis of bone,2,30,30
492005,C0018990,['topp'],Hemipelvectomy,1,20,20
492066,C0853946,['sosy'],pain aggravated,4,70,80
492082,C0185244,['topp'],Excision of joint,1,20,20
492087,C1335147,['neop'],Osteolytic Neoplasm,2,40,40
492197,C0581127,['fndg'],Awareness of diagnosis,1,20,20
492231,C1519830,"['aapp', 'imft', 'phsu']",Urinary Bladder Tumor Antigen,2,11,20
492306,C0016540,['blor'],Forehead,7,71,43
492346,C0442019,['spco'],Glabellar,2,2,20
492356,C4684720,['fndg'],Objective Measurement,6,31,80
492358,C0560588,['qnco'],U/week,8,122,140
492405,C2346800,"['aapp', 'phsu']",TRU 016,1,1,1
492407,C3815932,"['aapp', 'imft']",otlertuzumab,1,1,1
492435,C1312720,"['aapp', 'bacs']","PHEMX protein, human",1,1,1
492436,C0003272,['celf'],Antibody-Dependent Cellular Cytotoxicity,8,83,74
492448,C3537373,"['aapp', 'imft']",Leukocyte Antigen CD37,1,1,1
492503,C1326202,['celf'],B cell apoptotic process,1,1,1
492519,C0872285,['phsu'],therapeutic protein,3,11,31
492549,C0122040,"['aapp', 'imft']",HLA-DRB1 antigen,4,40,51
492627,C0872370,['phsu'],therapeutic enzyme,1,20,20
492632,C4329360,"['aapp', 'imft']",Asparaginase Antibody,2,30,30
492642,C0599770,['gngm'],genetic element,4,61,61
492648,C0570706,['dsyn'],Crisantaspase allergy,1,20,20
492810,C0445132,['qnco'],Number of cysts,2,10,30
492838,C0442872,['acab'],Multiple cysts,1,10,10
492859,C0221760,['dsyn'],brain cyst,1,10,10
492906,C0242937,['phsu'],"Analgesics, Non-Narcotic",13,220,190
492937,C0872369,['hlca'],telecare,1,20,10
493025,C4545041,['dsyn'],Primary chronic pain,4,80,40
493113,C0597640,['ortf'],vasomotion,6,100,90
493163,C0232367,['fndg'],Abnormal vasomotor function,1,20,10
493229,C0289787,"['bodm', 'orch']",MF59 oil emulsion,8,140,160
493313,C3809586,['fndg'],Poor antibody response,1,20,20
493318,C0521113,['tmco'],Non-seasonal,3,60,60
493442,C0740733,['topp'],ACETAMINOPHEN Administration,1,10,20
493457,C0428441,['lbpr'],Serum bilirubin measurement,8,130,120
493466,C0438236,['fndg'],Liver enzymes normal,1,10,20
493686,C3825570,['dsyn'],Tuberculosis in children,1,10,10
493701,C3258117,['fndg'],Response delay,3,50,50
493713,C0020823,"['orch', 'phsu']",Ifosfamide,9,100,82
493750,C0113216,"['aapp', 'bacs']",Desmogleins,1,10,1
493771,C1414168,['gngm'],DSG1 gene,2,20,2
493779,C1414170,['gngm'],DSG3 gene,1,10,1
493804,C2698671,['rnlw'],Other Toxicity Studies: Mechanistic Studies,4,31,4
493857,C0040085,"['aapp', 'enzy']",Thymidylate Synthase,4,50,50
493946,C0086222,['nnon'],Enhancer of transcription,6,80,61
494035,C0935797,['topp'],bevacizumab/capecitabine,2,2,40
494043,C0560187,['fndg'],Able to balance,13,172,180
494052,C0278940,['fndg'],prior chemotherapy for advanced disease,2,1,40
494073,C1414184,['gngm'],DUSP2 gene,1,1,20
494102,C1511298,['qlco'],Breast Cancer Risk Factor,1,1,20
494167,C0809944,['fndg'],Urinary tract problem,1,20,20
494186,C0681898,['qlco'],predictive validity,8,130,121
494264,C0109730,['orch'],CI 928,2,40,40
494280,C0815270,['popg'],institutionalized population,1,20,20
494284,C1180419,['bpoc'],Detrusor,8,110,160
494371,C0015195,['resa'],Evaluation Research,11,180,141
494381,C2362789,['bpoc'],Muscle of lower limb,5,50,50
494390,C3166378,['clna'],Strength - legs,1,10,10
494407,C0230420,['bpoc'],Both lower extremities,2,20,20
494430,C4296514,['fndg'],Walk distance score,2,20,30
494477,C0178824,['patf'],Reactive Hyperemia,15,162,173
494544,C0598622,"['aapp', 'imft']",chimeric antibody,1,10,10
494735,C3845185,['topp'],IV Chemotherapy,2,30,30
494741,C4528750,['neop'],Non-Squamous Non-Small Cell Lung Carcinoma,11,200,200
495042,C4698410,['inpr'],ResMed,1,10,10
495047,C0871052,['qnco'],Pearson Correlation Coefficient,15,240,250
495056,C1553682,['ocac'],Manual review of invoice,2,30,30
495075,C1260922,['fndg'],Abnormal breathing,10,151,122
495141,C0280558,['topp'],cisplatin/cyclophosphamide/etoposide/vincristine protocol,4,80,80
495322,C3825389,['menp'],Anxiety in youth,5,80,71
495338,C3840214,['mobd'],High-functioning autism,1,10,1
495371,C3887499,['dsyn'],Renal cyst,2,40,40
495393,C0748283,['dsyn'],Complex renal cyst,1,20,20
495436,C1176470,['spco'],Median Line,6,61,90
495451,C1511605,['patf'],Cystic Change,1,20,20
495492,C0190010,['topp'],Fontan Procedure,3,31,40
495534,C0040961,['dsyn'],Tricuspid Valve Insufficiency,5,100,80
495565,C3274516,['cgab'],Single Ventricle Defect,1,20,20
495574,C0428820,['lbtr'],Tricuspid valve area,1,20,20
495584,C0428781,['clna'],Right ventricular ejection fraction (observable entity),2,21,21
495587,C3276922,['fndg'],"Tricuspid regurgitation, moderate",1,20,20
495592,C0225926,['bpoc'],Structure of anulus fibrosus of tricuspid orifice,1,20,20
495610,C3697746,['cgab'],Single congenital anomaly,1,20,20
495617,C1293386,['topp'],Heart reconstruction,3,60,60
495684,C1437927,"['aapp', 'enzy']","CASP4 protein, human",2,30,30
495769,C0199962,['topp'],Transfusion of packed red blood cells,7,120,91
495804,C1547245,['inpr'],Blood Product Code - Fresh Frozen Plasma,3,50,31
495805,C2599898,['medd'],Packed erythrocytes units,1,20,20
495845,C1664181,"['aapp', 'bacs']","LTB protein, human",2,40,40
495866,C3272266,['clna'],Thrombolysis in Myocardial Infarction Flow,6,120,120
495942,C0442016,['spco'],Epicardial,15,270,242
496065,C0557167,['fndg'],High household income,2,40,40
496099,C0870309,['edac'],college education,2,40,40
496164,C0033929,['bmod'],Psychopharmacology,6,80,71
496288,C0549427,['fndg'],Muscarinic Effect,1,10,10
496384,C3827029,['inpr'],Borg Category-Ratio 10 Scale Questionnaire,2,20,20
496474,C0063125,"['orch', 'phsu']",hydroxycotinine,3,60,60
496524,C1327553,['orgf'],response to nicotine,1,20,20
496525,C0946251,['phsu'],Nicotine+Cotinine,2,40,40
496555,C0332592,['qlco'],Normal number,3,40,50
496569,C1510740,['hcro'],Abramson Cancer Center,1,20,20
496573,C3843644,['fndg'],16-Nov,1,20,20
496577,C3218841,['clnd'],varenicline Pill,1,20,20
496670,C4082365,"['aapp', 'enzy']","Choline O-Acetyltransferase, human",10,200,200
496675,C0243083,['patf'],associated disease,3,50,50
496702,C1442094,['qnco'],Pressure Rate,3,31,31
496747,C1426839,['gngm'],TRIT1 gene,6,40,80
496759,C0282333,['topp'],Relaxation Therapy,7,70,70
496813,C0871787,['topp'],Interpersonal psychotherapy,8,70,90
497233,C0050451,"['orch', 'phsu']",acetohydroxamic acid,3,50,50
497266,C0002458,['hcro'],American Heart Association,16,280,281
497321,C0301585,['topp'],Fat diet,2,20,30
497330,C0680388,['hcpp'],class system,1,10,10
497332,C0682201,['popg'],middle class,1,10,10
497352,C0805650,['qnco'],Circumference 2,3,50,50
497366,C0150768,['dora'],Shopping (activity),3,50,50
497396,C0282051,"['orch', 'phsu']",Amphetamine Sulfate,1,10,10
497403,C1332086,['gngm'],AMPH gene,1,10,10
497419,C0023567,"['orch', 'phsu']",l-Amphetamine,1,10,10
497485,C3883382,"['orch', 'phsu']",Evekeo,1,10,10
497713,C1315055,['inpr'],Cardiac studies order set,3,21,60
497833,C4305402,['inpr'],PLS-4 - Preschool Language Scale Fourth Edition,1,10,10
497838,C0454642,['mobd'],Receptive language delay,1,10,10
497872,C0814586,['socb'],children's skills,2,30,20
497874,C1512171,['hlca'],Education of caregiver,2,30,30
497884,C0120107,"['aapp', 'phsu']",Goserelin,5,50,40
497917,C0025322,['dsyn'],Premature Menopause,4,0,80
497918,C0747102,['dsyn'],Ovarian failure,1,0,20
497985,C0202022,['lbpr'],Follicle stimulating hormone measurement,4,20,70
497991,C0420833,['fndg'],Interpretation of findings,6,70,100
497997,C0741682,['neop'],breast cancer (non-specific) premenopausal,2,0,40
497998,C3641097,['ftcn'],Planned Treatment Regimen,2,10,30
498031,C1826466,['gngm'],NPNT gene,1,0,20
498084,C0016278,"['nnon', 'phsu']",Flucytosine,1,10,1
498086,C0008163,"['orch', 'phsu']",Chlorambucil,7,120,101
498147,C4686298,['fndg'],"Grade 3 Infusion Related Reaction, CTCAE",2,20,11
498327,C1949346,"['orch', 'phsu']",Neupro,1,10,10
498362,C0589274,['topp'],Swallowing promotion therapy,1,10,10
498393,C0950014,['plnt'],Rhodiola rosea,1,10,10
498607,C1306281,['clnd'],etoricoxib 60 MG,3,60,60
498613,C0451208,['inpr'],Health assessment questionnaire,14,172,221
498619,C1306283,['clnd'],etoricoxib 90 MG,4,60,80
498641,C0043541,['dsyn'],Zygomycosis,1,20,20
498648,C4018471,"['orch', 'phsu']",isavuconazonium,1,20,20
498656,C1698860,"['orch', 'phsu']",BAL4815,1,20,20
498657,C1832021,"['orch', 'phsu']",isavuconazole,7,140,110
498664,C0004030,['dsyn'],Aspergillosis,3,31,21
498675,C4018477,"['orch', 'phsu']",Cresemba,2,40,30
498679,C2983568,['cnce'],Developmental Milestone,4,51,42
498682,C3800845,['bact'],Basilea,3,60,50
498685,C0360380,"['orch', 'phsu']",Triazole antifungal,5,100,80
498686,C1417050,['gngm'],MBD2 gene,2,20,40
498714,C0007507,"['aapp', 'imft', 'rcpt']","Antigens, CD25",7,62,62
498771,C0221026,['dsyn'],X-linked agammaglobulinemia,2,30,30
498775,C1704691,['gngm'],FCGR3A wt Allele,3,60,40
498806,C0072967,"['aapp', 'bacs']",RAL 6,0,0,0
498825,C1413284,['gngm'],CDIPT gene,9,120,150
498908,C1964018,['topp'],Vascular Grafting (surgical procedure),3,50,31
499006,C0179747,['medd'],Dialysis catheter,2,30,30
499022,C0349725,['patf'],Graft infection,1,10,10
499031,C1272694,['qlco'],Abandoned,5,80,70
499038,C0683573,['inbe'],personal experience,1,10,10
499043,C0449850,['fndg'],Patient position finding,6,60,50
499045,C1706214,['acty'],Creation,8,100,80
499058,C0729665,['acab'],Arteriovenous graft,2,20,20
499066,C0349422,['dsyn'],Arterial steal syndrome,1,10,10
499070,C0878969,['medd'],tunneled catheters,3,30,30
499166,C4331207,['lbtr'],RAS Wild Type,8,150,140
499307,C0079849,['inpr'],"Models, Nursing",2,10,30
499377,C0443061,['inpr'],Tororo,6,30,110
499382,C0453863,['food'],Snacks,13,141,160
499447,C0074926,"['aapp', 'bacs', 'phsu']",Soy Proteins,3,40,40
499453,C1258091,['food'],Soy Foods,5,90,90
499454,C0003622,['orgf'],Appetite Regulation,6,60,50
499470,C0675121,"['aapp', 'bacs']","DLC1 protein, human",1,10,10
499520,C2370892,['menp'],Cognitive Flexibility,4,41,40
499535,C0439255,['qnco'],kJ,4,41,41
499545,C2164132,['fndg'],daily energy intakes,4,30,50
499865,C0018257,"['hcro', 'mnob']",Group Homes,5,70,90
499903,C4054794,['fndg'],Hematologic Improvement-Platelet Response,1,10,10
499910,C1819952,['celf'],keratinocyte proliferation,1,10,10
499914,C0683109,['npop'],high intensity light,2,30,30
499986,C0376279,['npop'],"Interference, Bacterial",1,1,1
500001,C0521197,['medd'],Indwelling urinary catheter,3,41,41
500006,C0598196,['dsyn'],microbial disease,1,1,1
500008,C3537372,['nnon'],Bacterial 16S RNA,5,41,51
500018,C0429778,['fndg'],Urinary loss,1,1,1
500047,C0031406,"['orch', 'phsu']",Phenindione,4,22,41
500052,C0050063,"['nnon', 'phsu']",8-chloro-cyclic adenosine monophosphate,10,122,140
500139,C1552118,['bpoc'],Supernumerary maxillary right second premolar,1,1,10
500294,C2310789,['bact'],Syntrophorhabdaceae,3,50,50
500308,C3161270,['topp'],Transapical replacement of aortic valve,3,60,60
500314,C3897978,['inpr'],Patient Outcomes Registry,1,20,20
500447,C0308494,"['orch', 'phsu']",BMD 30,1,20,10
500459,C3869906,['virs'],R5 human immunodeficiency virus type 1,11,210,161
500500,C0020264,"['orch', 'phsu']",Hydrocodone,8,130,160
500522,C2350569,['ocac'],Patient Handling,2,30,30
500676,C1149155,['moft'],phosphate ion binding,1,20,20
500682,C0723421,"['orch', 'phsu']",Spectrum-4,3,60,50
500724,C0039371,['qnco'],Taxes,3,31,41
500739,C0920525,['qlco'],Food Quality,1,1,20
500751,C3825620,['gora'],Subsidies,3,41,60
500770,C1572482,['sbst'],Bottled Water,1,1,20
500772,C0033118,['qnco'],Pricing,1,1,20
500792,C0042440,['food'],Vegetables,14,161,230
500798,C0006855,['food'],Candy,1,1,20
500811,C0005329,['food'],Beverages,20,241,273
500832,C0453857,['food'],Nutritious food,1,1,20
500838,C0086369,['plnt'],Grains,3,11,50
500846,C0557778,['mnob'],Supermarket,3,31,50
500854,C0205395,['qlco'],Miscellaneous,3,31,41
500861,C1537053,['qlco'],salty,1,1,20
500887,C1449600,['npop'],Glaciers,1,10,20
500992,C1374759,['clnd'],glatiramer acetate 20 MG/ML,1,10,20
501040,C0061856,"['irda', 'orch']",Gram's stain,2,40,40
501084,C1269805,['inpr'],Provider comment report,1,20,20
501092,C2827365,['sbst'],Contaminant,2,30,40
501106,C2121080,['lbpr'],molecular diagnostics (lab procedure),2,30,30
501107,C2945710,['gngm'],resistance genes,3,31,31
501108,C1261143,['lbpr'],Detection of bacteria procedure,2,30,30
501115,C0945988,['fndg'],Comment N,1,20,20
501123,C2827713,['inpr'],CDISC SDTM Microorganism Terminology,1,20,20
501337,C0860359,['topp'],Reintubation Procedure,3,40,31
501411,C3845872,['hcro'],ICU.general,2,40,30
501420,C2697794,['idcn'],Geographic Intersection,2,20,30
501436,C0036183,['geoa'],Sao Tome and Principe,8,140,130
501496,C0259580,['aapp'],TI-23 human monoclonal antibody,1,20,20
501520,C0850149,['sosy'],Dry cough,3,40,40
501544,C0577920,['fndg'],Effective cough,3,31,41
501707,C0680998,['qnco'],interest rate,1,20,20
501755,C0008913,['bpoc'],Bone structure of clavicle,2,20,11
501775,C0015641,['bpoc'],Fascia,11,80,150
501788,C0751725,['sosy'],Posterior Cervical Pain,2,30,30
501804,C0742216,['topp'],cervical spine surgery,2,30,30
501807,C1717947,['sosy'],Incisional pain,1,10,10
501819,C0332523,['fndg'],Retraction (finding),4,50,50
501847,C0581323,['sosy'],Clavicle pain,1,10,10
501853,C0224361,['bpoc'],Structure of trapezius muscle,1,10,10
501860,C0225216,['bpoc'],Cervical fascia,1,10,10
501879,C0183279,['medd'],shoulder braces,1,10,10
501999,C0206308,['fndg'],Dual diagnosis (psychiatry),4,60,31
502000,C0011914,['diap'],"Diagnosis, Oral",1,10,10
502050,C2827063,['qlco'],Occupancy,6,61,61
502181,C0439158,['qnco'],colonies (qualifier value),3,40,20
502333,C1414158,['gngm'],DSC3 gene,2,40,30
502365,C2945658,['topp'],flexibility exercise,1,20,20
502379,C0683267,['menp'],cognitive learning,2,30,30
502418,C2609456,['diap'],Intelligence test/WAIS (procedure),1,20,20
502530,C2347090,['inpr'],MedDRA Low Level Term,4,80,60
502618,C0037265,"['hcro', 'mnob']",skilled nursing facility,7,70,90
502635,C0356365,"['aapp', 'horm', 'phsu']","Insulin, Short-Acting",12,151,151
502694,C0419073,['topp'],Oral chemotherapy,4,60,60
502721,C3840745,"['hcro', 'mnob']",Hospital emergency department,6,90,80
502740,C0042523,"['orch', 'phsu']",Verapamil,8,91,101
502748,C0025286,['neop'],Meningioma,1,1,1
502801,C1335713,['neop'],Recurrent Meningioma,1,1,1
502820,C1517589,['cnce'],In Vivo Result,3,31,31
502825,C3146230,['bodm'],Sustained Release Tablet Dosage Form,1,1,1
